timestamp,conductivity_conductivity,conductivity_temperature,conductivity_salinity,conductivity_density,conductivity_soundspeed,pressure_pressure,pressure_temperature
2023-09-02 10:30,35.0449,13.886,28.7436,1021.38,1495.77,315.836,13.8925
2023-09-02 11:00,34.6558,13.9449,28.3466,1021.06,1495.5,316.676,13.9622
2023-09-02 11:30,34.7054,14.0142,28.3405,1021.04,1495.73,316.693,14.0134
2023-09-02 12:00,34.7654,14.1238,28.3143,1021.0,1496.06,316.284,14.1219
2023-09-02 12:30,34.7654,14.1466,28.2976,1020.99,1496.11,315.796,14.1576
2023-09-02 12:58,34.8143,14.2252,28.2842,1020.96,1496.36,315.071,14.2428
2023-09-02 13:30,34.8932,14.372,28.248,1020.9,1496.8,313.614,14.3731
2023-09-02 14:00,35.0502,14.3769,28.3853,1021.01,1496.97,312.174,14.3985
2023-09-02 14:30,34.9041,14.2391,28.3549,1021.01,1496.48,310.763,14.2545
2023-09-02 15:00,34.8385,14.2876,28.2604,1020.93,1496.53,309.415,14.2842
2023-09-02 15:30,34.9416,14.4911,28.2046,1020.84,1497.14,308.072,14.5049
2023-09-02 16:00,34.9157,14.3937,28.2524,1020.9,1496.87,306.705,14.4132
2023-09-02 16:30,34.8538,14.2569,28.2966,1020.96,1496.47,305.593,14.2737
2023-09-02 17:00,34.7086,14.0606,28.3094,1021.01,1495.84,305.389,14.0762
2023-09-02 17:30,34.7321,13.9288,28.4277,1021.13,1495.55,305.502,13.9359
2023-09-02 18:00,34.6714,13.9117,28.3852,1021.1,1495.44,305.991,13.9237
2023-09-02 18:28,34.7913,13.795,28.5807,1021.27,1495.28,307.016,13.8037
2023-09-02 19:00,34.6465,13.7569,28.477,1021.2,1495.03,308.077,13.7732
2023-09-02 19:30,34.8076,13.8368,28.5644,1021.25,1495.4,309.291,13.8462
2023-09-02 20:00,34.7795,13.8318,28.5426,1021.24,1495.36,310.733,13.8397
2023-09-02 20:30,34.7351,13.7774,28.5425,1021.25,1495.18,312.219,13.7935
2023-09-02 21:00,34.8645,13.7616,28.6722,1021.35,1495.28,313.341,13.775
2023-09-02 21:30,34.6441,13.7366,28.4899,1021.21,1494.98,314.634,13.7513
2023-09-02 22:00,34.679,13.8286,28.4535,1021.17,1495.24,315.402,13.8357
2023-09-02 22:30,34.6172,13.7984,28.4197,1021.15,1495.1,316.512,13.8279
2023-09-02 23:00,34.8076,13.8179,28.5784,1021.27,1495.35,317.51,13.828
2023-09-02 23:30,34.7165,14.0252,28.3425,1021.04,1495.76,317.4,14.0251
2023-09-03 00:00,34.9575,14.0996,28.5057,1021.15,1496.2,316.9,14.0823
2023-09-03 00:30,34.5387,14.3577,27.9404,1020.67,1496.39,316.325,14.3695
2023-09-03 01:00,34.9762,14.2533,28.4093,1021.05,1496.6,315.407,14.2621
2023-09-03 01:30,35.0472,14.3326,28.4151,1021.04,1496.86,314.581,14.3341
2023-09-03 02:00,34.9987,14.1797,28.4838,1021.12,1496.44,313.158,14.1951
2023-09-03 02:30,34.8675,14.0851,28.435,1021.1,1496.07,311.278,14.0897
2023-09-03 03:00,34.7822,13.9435,28.4623,1021.15,1495.63,309.856,13.9606
2023-09-03 03:30,34.8628,14.3107,28.2653,1020.93,1496.62,308.656,14.2759
2023-09-03 04:00,34.8572,14.4982,28.124,1020.78,1497.06,307.213,14.4974
2023-09-03 04:30,34.928,14.4195,28.2445,1020.89,1496.95,306.057,14.4414
2023-09-03 04:58,34.9747,14.1884,28.4558,1021.1,1496.44,305.09,14.2111
2023-09-03 05:30,34.8064,14.112,28.36,1021.04,1496.07,304.503,14.1031
2023-09-03 06:00,34.8492,13.9941,28.4856,1021.16,1495.83,304.708,14.0128
2023-09-03 06:30,34.7793,13.9416,28.4611,1021.15,1495.63,305.391,13.9575
2023-09-03 07:00,34.6853,13.8631,28.4337,1021.15,1495.33,306.107,13.8851
2023-09-03 07:28,34.6917,13.9131,28.4026,1021.11,1495.46,307.239,13.9311
2023-09-03 08:00,34.6174,13.8589,28.3751,1021.1,1495.25,308.471,13.8587
2023-09-03 08:30,34.7166,13.9207,28.4196,1021.12,1495.51,309.597,13.9212
2023-09-03 09:00,34.6832,13.8469,28.4438,1021.16,1495.29,311.029,13.8485
2023-09-03 09:30,34.5499,13.7749,28.3758,1021.12,1494.97,312.235,13.7951
2023-09-03 10:00,35.31,13.7353,29.0987,1021.68,1495.69,313.241,13.7519
2023-09-03 10:28,34.6082,13.7625,28.438,1021.17,1495.01,314.387,13.7833
2023-09-03 11:00,34.5967,13.7726,28.42,1021.15,1495.02,315.374,13.7817
2023-09-03 11:30,34.4722,13.835,28.2608,1021.02,1495.04,316.006,13.8421
2023-09-03 12:00,34.7278,13.893,28.4502,1021.15,1495.45,316.439,13.8964
2023-09-03 12:30,34.5495,14.0221,28.1936,1020.93,1495.58,316.309,14.0536
2023-09-03 13:00,34.5101,14.2168,28.0165,1020.75,1496.02,315.64,14.2704
2023-09-03 13:28,34.6115,14.074,28.2118,1020.93,1495.77,315.058,14.0729
2023-09-03 14:00,34.5376,14.1892,28.0613,1020.79,1495.98,314.08,14.2327
2023-09-03 14:30,34.6412,14.1756,28.1645,1020.88,1496.05,312.813,14.2055
2023-09-03 15:00,34.6337,14.2474,28.1055,1020.82,1496.22,311.333,14.2471
2023-09-03 15:30,34.6428,14.1181,28.2079,1020.92,1495.91,309.747,14.1155
2023-09-03 16:00,34.7399,14.2219,28.2196,1020.91,1496.27,308.798,14.2465
2023-09-03 16:30,34.7891,14.4273,28.1144,1020.79,1496.82,308.025,14.4472
2023-09-03 17:00,34.8396,14.6898,27.9702,1020.62,1497.51,306.97,14.6964
2023-09-03 17:28,34.9357,14.6941,28.0527,1020.69,1497.62,306.337,14.7037
2023-09-03 18:00,34.9855,14.3148,28.3727,1021.01,1496.75,306.371,14.3401
2023-09-03 18:30,34.7369,14.4078,28.0818,1020.77,1496.72,306.92,14.4323
2023-09-03 19:00,34.9117,14.5514,28.1342,1020.78,1497.25,307.746,14.5771
2023-09-03 19:30,34.9253,14.478,28.1997,1020.84,1497.09,308.833,14.4923
2023-09-03 19:58,35.1003,14.4416,28.383,1020.99,1497.18,309.794,14.4544
2023-09-03 20:30,34.9843,14.5208,28.2213,1020.85,1497.25,310.906,14.5331
2023-09-03 21:00,34.9781,14.5459,28.1975,1020.83,1497.31,312.336,14.5642
2023-09-03 21:30,35.5864,14.4157,28.8384,1021.35,1497.63,313.459,14.4269
2023-09-03 22:00,34.8792,14.3256,28.2692,1020.93,1496.67,314.328,14.3358
2023-09-03 22:30,34.7675,14.3362,28.1612,1020.84,1496.58,315.313,14.3572
2023-09-03 23:00,34.8784,14.3536,28.248,1020.91,1496.74,316.391,14.3647
2023-09-03 23:28,34.9517,14.5212,28.1919,1020.83,1497.22,317.259,14.5377
2023-09-04 00:00,35.0009,14.5294,28.2299,1020.86,1497.29,317.591,14.5538
2023-09-04 00:30,34.9054,14.3723,28.2587,1020.91,1496.81,317.67,14.3851
2023-09-04 01:00,34.9656,14.4885,28.228,1020.86,1497.15,316.841,14.5845
2023-09-04 01:30,34.966,14.7561,28.035,1020.66,1497.8,316.245,14.7944
2023-09-04 02:00,35.086,14.7679,28.1332,1020.73,1497.95,315.874,14.7779
2023-09-04 02:30,34.9864,14.7538,28.0548,1020.68,1497.82,314.248,14.7675
2023-09-04 03:00,34.9039,14.8559,27.9084,1020.54,1497.98,312.658,14.9301
2023-09-04 03:30,34.9571,14.9345,27.8994,1020.52,1498.22,311.235,14.9617
2023-09-04 04:00,34.9686,15.0098,27.8558,1020.47,1498.42,309.983,15.0995
2023-09-04 04:30,34.8435,15.1922,27.6168,1020.25,1498.73,308.921,15.2076
2023-09-04 05:00,34.9284,15.1268,27.7375,1020.35,1498.66,307.935,15.1437
2023-09-04 05:28,34.9435,15.1353,27.7447,1020.36,1498.69,307.032,15.1497
2023-09-04 06:00,34.9094,15.1338,27.7158,1020.34,1498.65,306.448,15.1368
2023-09-04 06:30,34.7409,15.1641,27.5463,1020.2,1498.55,306.372,15.1665
2023-09-04 07:00,34.82,15.1268,27.642,1020.28,1498.54,306.803,15.1425
2023-09-04 07:30,34.8085,14.9401,27.7639,1020.41,1498.08,307.682,14.9965
2023-09-04 08:00,34.8583,14.8185,27.8947,1020.54,1497.84,308.653,14.8261
2023-09-04 08:30,34.7849,14.8111,27.8348,1020.49,1497.75,309.282,14.8157
2023-09-04 09:00,34.9142,14.7492,27.9939,1020.63,1497.73,310.485,14.756
2023-09-04 09:28,34.9547,14.6626,28.0923,1020.72,1497.56,311.9,14.6683
2023-09-04 10:00,34.4807,14.4877,27.7951,1020.53,1496.65,312.874,14.4761
2023-09-04 10:30,34.5361,14.3671,27.9312,1020.66,1496.41,313.754,14.3735
2023-09-04 11:00,34.6024,14.4361,27.9409,1020.65,1496.65,314.664,14.4679
2023-09-04 11:30,34.3849,14.663,27.5849,1020.33,1496.98,315.634,14.6358
2023-09-04 12:00,34.5305,14.8564,27.5773,1020.29,1497.6,316.363,14.872
2023-09-04 12:30,33.9909,14.8872,27.0791,1019.9,1497.12,316.797,14.9009
2023-09-04 13:00,32.9509,14.9644,26.1121,1019.14,1496.25,316.518,14.9784
2023-09-04 13:28,34.8816,14.6872,28.0094,1020.65,1497.55,316.037,14.7132
2023-09-04 14:00,34.9862,14.757,28.0523,1020.67,1497.82,315.961,14.7699
2023-09-04 14:30,35.1121,15.025,27.9718,1020.56,1498.6,315.234,15.0527
2023-09-04 15:00,35.0268,14.7157,28.1182,1020.73,1497.77,313.693,14.7207
2023-09-04 15:30,35.0745,14.7321,28.1487,1020.75,1497.86,312.409,14.7489
2023-09-04 16:00,35.0996,14.9694,28.0005,1020.59,1498.45,311.112,14.9803
2023-09-04 16:30,35.126,15.0893,27.9381,1020.52,1498.77,309.688,15.1093
2023-09-04 17:00,35.1251,15.1325,27.9066,1020.48,1498.87,308.937,15.1495
2023-09-04 17:30,35.2545,15.2525,27.9351,1020.48,1499.29,308.048,15.2702
2023-09-04 18:00,35.3225,15.2077,28.0268,1020.56,1499.25,307.091,15.2226
2023-09-04 18:30,35.1985,15.1336,27.9705,1020.53,1498.95,307.184,15.1513
